county_name,county_id,1a,1a1c,1a_2c,1a3c,2a1w,2a1w1c,2a1w2c,2a1w3c,2a,2a1c,2a2c,2a3c
"Clayton County, Iowa",19043,"$20,076","$42,796","$52,229","$66,325","$33,411","$39,533","$44,999","$49,702","$33,411","$47,425","$57,930","$67,672"
"Clinton County, Iowa",19045,"$19,735","$43,437","$52,870","$65,969","$33,567","$40,174","$45,640","$49,346","$33,567","$48,067","$58,571","$67,316"
"Crawford County, Iowa",19047,"$19,820","$42,796","$52,229","$65,342","$33,411","$39,533","$44,999","$48,719","$33,411","$47,425","$57,930","$66,689"
"Dallas County, Iowa",19049,"$21,715","$45,702","$55,135","$70,229","$35,448","$42,440","$47,905","$53,605","$35,448","$50,332","$60,836","$71,575"
"Davis County, Iowa",19051,"$20,233","$43,408","$52,842","$65,741","$33,567","$40,146","$45,611","$49,118","$33,567","$48,038","$58,542","$67,088"
"Decatur County, Iowa",19053,"$20,390","$42,796","$52,229","$66,852","$32,926","$39,533","$44,999","$50,229","$32,926","$47,425","$57,930","$68,199"
"Delaware County, Iowa",19055,"$20,903","$42,796","$52,229","$66,696","$33,211","$39,533","$44,999","$50,072","$33,211","$47,425","$57,930","$68,042"
"Des Moines County, Iowa",19057,"$21,373","$44,263","$53,696","$66,795","$33,639","$41,001","$46,466","$50,172","$33,639","$48,893","$59,397","$68,142"
"Dickinson County, Iowa",19059,"$20,048","$43,123","$52,557","$66,767","$32,798","$39,861","$45,326","$50,144","$32,798","$47,753","$58,257","$68,113"
"Dubuque County, Iowa",19061,"$20,675","$44,876","$54,309","$68,548","$34,422","$41,613","$47,079","$51,924","$34,422","$49,505","$60,010","$69,894"
"Emmet County, Iowa",19063,"$20,190","$43,337","$52,770","$65,812","$33,425","$40,075","$45,540","$49,189","$33,425","$47,967","$58,471","$67,159"
"Fayette County, Iowa",19065,"$19,378","$42,796","$52,229","$65,299","$33,396","$39,533","$44,999","$48,676","$33,396","$47,425","$57,930","$66,646"
"Floyd County, Iowa",19067,"$19,820","$42,796","$52,229","$66,325","$32,841","$39,533","$44,999","$49,702","$32,841","$47,425","$57,930","$67,672"
"Franklin County, Iowa",19069,"$20,290","$42,796","$52,229","$66,211","$32,556","$39,533","$44,999","$49,588","$32,556","$47,425","$57,930","$67,558"
"Fremont County, Iowa",19071,"$19,820","$42,796","$52,229","$66,168","$33,154","$39,533","$44,999","$49,545","$33,154","$47,425","$57,930","$67,515"
"Greene County, Iowa",19073,"$19,934","$42,953","$52,386","$65,171","$32,670","$39,690","$45,155","$48,548","$32,670","$47,582","$58,086","$66,518"
"Grundy County, Iowa",19075,"$21,287","$44,805","$54,238","$68,334","$34,622","$41,542","$47,007","$51,711","$34,622","$49,434","$59,938","$69,680"
"Guthrie County, Iowa",19077,"$21,715","$45,702","$55,135","$70,229","$35,448","$42,440","$47,905","$53,605","$35,448","$50,332","$60,836","$71,575"
"Hamilton County, Iowa",19079,"$20,532","$43,836","$53,269","$66,268","$33,325","$40,573","$46,039","$49,645","$33,325","$48,465","$58,970","$67,615"
"Hancock County, Iowa",19081,"$19,820","$42,796","$52,229","$64,972","$32,556","$39,533","$44,999","$48,349","$32,556","$47,425","$57,930","$66,318"
"Hardin County, Iowa",19083,"$19,820","$42,796","$52,229","$65,000","$32,812","$39,533","$44,999","$48,377","$32,812","$47,425","$57,930","$66,347"
"Harrison County, Iowa",19085,"$20,931","$45,802","$55,235","$69,787","$35,419","$42,539","$48,005","$53,164","$35,419","$50,431","$60,936","$71,134"
"Henry County, Iowa",19087,"$20,005","$43,066","$52,500","$66,510","$33,325","$39,804","$45,269","$49,887","$33,325","$47,696","$58,200","$67,857"
"Howard County, Iowa",19089,"$19,820","$42,796","$52,229","$64,972","$32,556","$39,533","$44,999","$48,349","$32,556","$47,425","$57,930","$66,318"
"Humboldt County, Iowa",19091,"$19,820","$42,796","$52,229","$66,325","$32,556","$39,533","$44,999","$49,702","$32,556","$47,425","$57,930","$67,672"
"Ida County, Iowa",19093,"$19,820","$42,796","$52,229","$65,656","$32,713","$39,533","$44,999","$49,032","$32,713","$47,425","$57,930","$67,002"
"Iowa County, Iowa",19095,"$19,820","$42,796","$52,229","$66,852","$32,955","$39,533","$44,999","$50,229","$32,955","$47,425","$57,930","$68,199"
"Jackson County, Iowa",19097,"$19,820","$42,796","$52,229","$66,852","$33,411","$39,533","$44,999","$50,229","$33,411","$47,425","$57,930","$68,199"
"Jasper County, Iowa",19099,"$19,791","$43,879","$53,312","$66,539","$33,596","$40,616","$46,081","$49,916","$33,596","$48,508","$59,012","$67,885"
"Jefferson County, Iowa",19101,"$20,404","$43,651","$53,084","$66,040","$33,254","$40,388","$45,853","$49,417","$33,254","$48,280","$58,784","$67,387"
"Johnson County, Iowa",19103,"$22,185","$46,671","$56,104","$72,565","$35,975","$43,408","$48,874","$55,942","$35,975","$51,300","$61,805","$73,912"
"Jones County, Iowa",19105,"$19,136","$42,796","$52,229","$66,069","$32,556","$39,533","$44,999","$49,446","$32,556","$47,425","$57,930","$67,415"
"Keokuk County, Iowa",19107,"$19,820","$42,796","$52,229","$66,183","$32,727","$39,533","$44,999","$49,559","$32,727","$47,425","$57,930","$67,529"
"Kossuth County, Iowa",19109,"$19,820","$42,796","$52,229","$65,656","$32,556","$39,533","$44,999","$49,032","$32,556","$47,425","$57,930","$67,002"
"Lee County, Iowa",19111,"$19,920","$42,938","$52,372","$66,211","$32,656","$39,676","$45,141","$49,588","$32,656","$47,568","$58,072","$67,558"
"Linn County, Iowa",19113,"$19,791","$43,879","$53,312","$67,337","$33,354","$40,616","$46,081","$50,713","$33,354","$48,508","$59,012","$68,683"
"Louisa County, Iowa",19115,"$20,205","$43,351","$52,785","$65,670","$33,040","$40,089","$45,554","$49,047","$33,040","$47,981","$58,485","$67,016"
"Lucas County, Iowa",19117,"$19,820","$42,796","$52,229","$65,542","$32,556","$39,533","$44,999","$48,918","$32,556","$47,425","$57,930","$66,888"
"Lyon County, Iowa",19119,"$19,820","$42,796","$52,229","$64,972","$33,339","$39,533","$44,999","$48,349","$33,339","$47,425","$57,930","$66,318"
"Madison County, Iowa",19121,"$21,715","$45,702","$55,135","$70,229","$35,448","$42,440","$47,905","$53,605","$35,448","$50,332","$60,836","$71,575"
"Mahaska County, Iowa",19123,"$20,661","$42,881","$52,315","$65,356","$32,926","$39,619","$45,084","$48,733","$32,926","$47,511","$58,015","$66,703"
"Marion County, Iowa",19125,"$22,299","$44,534","$53,967","$67,137","$34,679","$41,271","$46,737","$50,514","$34,679","$49,164","$59,668","$68,484"
"Marshall County, Iowa",19127,"$20,475","$43,451","$52,884","$66,197","$33,696","$40,189","$45,654","$49,574","$33,696","$48,081","$58,585","$67,544"
"Mills County, Iowa",19129,"$20,931","$45,802","$55,235","$69,787","$35,419","$42,539","$48,005","$53,164","$35,419","$50,431","$60,936","$71,134"
"Mitchell County, Iowa",19131,"$19,820","$42,796","$52,229","$66,852","$33,411","$39,533","$44,999","$50,229","$33,411","$47,425","$57,930","$68,199"
"Monona County, Iowa",19133,"$19,820","$42,796","$52,229","$65,713","$32,556","$39,533","$44,999","$49,089","$32,556","$47,425","$57,930","$67,059"
"Monroe County, Iowa",19135,"$19,948","$42,981","$52,414","$65,200","$32,698","$39,719","$45,184","$48,576","$32,698","$47,611","$58,115","$66,546"
"Montgomery County, Iowa",19137,"$20,290","$42,796","$52,229","$66,696","$32,556","$39,533","$44,999","$50,072","$32,556","$47,425","$57,930","$68,042"
"Muscatine County, Iowa",19139,"$21,116","$44,705","$54,138","$68,633","$33,966","$41,442","$46,908","$52,010","$33,966","$49,334","$59,839","$69,980"
"O&#39;Brien County, Iowa",19141,"$20,347","$42,796","$52,229","$66,653","$33,168","$39,533","$44,999","$50,030","$33,168","$47,425","$57,930","$67,999"
"Osceola County, Iowa",19143,"$20,162","$43,294","$52,728","$65,599","$33,596","$40,032","$45,497","$48,975","$33,596","$47,924","$58,428","$66,945"
"Page County, Iowa",19145,"$19,820","$42,796","$52,229","$65,926","$32,898","$39,533","$44,999","$49,303","$32,898","$47,425","$57,930","$67,273"
"Palo Alto County, Iowa",19147,"$19,820","$42,796","$52,229","$66,852","$33,382","$39,533","$44,999","$50,229","$33,382","$47,425","$57,930","$68,199"
"Plymouth County, Iowa",19149,"$20,262","$43,451","$52,884","$67,037","$33,525","$40,189","$45,654","$50,414","$33,525","$48,081","$58,585","$68,384"
"Pocahontas County, Iowa",19151,"$19,820","$42,796","$52,229","$64,972","$32,855","$39,533","$44,999","$48,349","$32,855","$47,425","$57,930","$66,318"
"Polk County, Iowa",19153,"$21,715","$45,702","$55,135","$70,229","$35,448","$42,440","$47,905","$53,605","$35,448","$50,332","$60,836","$71,575"
"Pottawattamie County, Iowa",19155,"$20,931","$45,802","$55,235","$69,787","$35,419","$42,539","$48,005","$53,164","$35,419","$50,431","$60,936","$71,134"
"Poweshiek County, Iowa",19157,"$20,461","$43,736","$53,169","$66,767","$33,810","$40,474","$45,939","$50,144","$33,810","$48,366","$58,870","$68,113"
"Ringgold County, Iowa",19159,"$19,820","$42,796","$52,229","$65,043","$33,140","$39,533","$44,999","$48,420","$33,140","$47,425","$57,930","$66,390"
"Sac County, Iowa",19161,"$19,179","$42,796","$52,229","$65,385","$32,641","$39,533","$44,999","$48,762","$32,641","$47,425","$57,930","$66,731"
"Scott County, Iowa",19163,"$20,376","$44,277","$53,711","$67,821","$34,052","$41,015","$46,480","$51,198","$34,052","$48,907","$59,411","$69,168"
"Shelby County, Iowa",19165,"$19,820","$42,796","$52,229","$65,385","$32,827","$39,533","$44,999","$48,762","$32,827","$47,425","$57,930","$66,731"
"Sioux County, Iowa",19167,"$19,820","$42,796","$52,229","$66,012","$32,969","$39,533","$44,999","$49,389","$32,969","$47,425","$57,930","$67,358"
"Story County, Iowa",19169,"$21,230","$44,762","$54,195","$69,146","$34,650","$41,499","$46,965","$52,523","$34,650","$49,391","$59,896","$70,493"
"Tama County, Iowa",19171,"$19,991","$43,038","$52,471","$65,328","$32,741","$39,776","$45,241","$48,705","$32,741","$47,668","$58,172","$66,674"
"Taylor County, Iowa",19173,"$19,820","$42,796","$52,229","$66,852","$33,411","$39,533","$44,999","$50,229","$33,411","$47,425","$57,930","$68,199"
"Union County, Iowa",19175,"$19,820","$42,796","$52,229","$65,770","$32,613","$39,533","$44,999","$49,146","$32,613","$47,425","$57,930","$67,116"
"Van Buren County, Iowa",19177,"$19,820","$42,796","$52,229","$66,282","$33,411","$39,533","$44,999","$49,659","$33,411","$47,425","$57,930","$67,629"
"Wapello County, Iowa",19179,"$20,219","$43,807","$53,241","$66,525","$33,510","$40,545","$46,010","$49,901","$33,510","$48,437","$58,941","$67,871"
"Warren County, Iowa",19181,"$21,715","$45,702","$55,135","$70,229","$35,448","$42,440","$47,905","$53,605","$35,448","$50,332","$60,836","$71,575"
"Washington County, Iowa",19183,"$20,347","$43,736","$53,169","$68,234","$33,753","$40,474","$45,939","$51,611","$33,753","$48,366","$58,870","$69,581"
"Wayne County, Iowa",19185,"$19,820","$42,796","$52,229","$66,852","$32,556","$39,533","$44,999","$50,229","$32,556","$47,425","$57,930","$68,199"
"Webster County, Iowa",19187,"$20,874","$42,796","$52,229","$66,425","$33,140","$39,533","$44,999","$49,802","$33,140","$47,425","$57,930","$67,771"
"Winnebago County, Iowa",19189,"$19,820","$42,796","$52,229","$66,852","$33,012","$39,533","$44,999","$50,229","$33,012","$47,425","$57,930","$68,199"
"Winneshiek County, Iowa",19191,"$20,290","$42,796","$52,229","$65,485","$32,556","$39,533","$44,999","$48,861","$32,556","$47,425","$57,930","$66,831"
"Woodbury County, Iowa",19193,"$20,133","$44,463","$53,896","$67,721","$34,166","$41,200","$46,665","$51,098","$34,166","$49,092","$59,596","$69,068"
"Worth County, Iowa",19195,"$19,692","$42,796","$52,229","$65,143","$33,411","$39,533","$44,999","$48,520","$33,411","$47,425","$57,930","$66,489"
"Wright County, Iowa",19197,"$19,820","$42,796","$52,229","$64,972","$32,955","$39,533","$44,999","$48,349","$32,955","$47,425","$57,930","$66,318"
"Allen County, Kansas",20001,"$19,449","$41,837","$51,020","$64,744","$33,312","$39,474","$44,828","$49,409","$33,312","$46,373","$56,606","$66,063"
"Anderson County, Kansas",20003,"$19,449","$41,837","$51,020","$65,582","$32,503","$39,474","$44,828","$50,246","$32,503","$46,373","$56,606","$66,901"
"Atchison County, Kansas",20005,"$18,974","$41,837","$51,020","$65,582","$32,475","$39,474","$44,828","$50,246","$32,475","$46,373","$56,606","$66,901"
"Barber County, Kansas",20007,"$19,449","$41,837","$51,020","$64,200","$32,405","$39,474","$44,828","$48,864","$32,405","$46,373","$56,606","$65,519"
"Barton County, Kansas",20009,"$20,817","$41,837","$51,020","$64,242","$33,298","$39,474","$44,828","$48,906","$33,298","$46,373","$56,606","$65,561"
"Bourbon County, Kansas",20011,"$19,463","$41,991","$51,174","$63,781","$32,517","$39,627","$44,982","$48,446","$32,517","$46,527","$56,759","$65,100"
"Brown County, Kansas",20013,"$19,449","$41,837","$51,020","$64,674","$32,405","$39,474","$44,828","$49,339","$32,405","$46,373","$56,606","$65,994"
"Butler County, Kansas",20015,"$20,091","$43,484","$52,668","$67,033","$33,745","$41,121","$46,475","$51,698","$33,745","$48,020","$58,253","$68,353"
"Chase County, Kansas",20017,"$19,449","$41,837","$51,020","$65,107","$32,461","$39,474","$44,828","$49,772","$32,461","$46,373","$56,606","$66,426"
"Chautauqua County, Kansas",20019,"$19,449","$41,837","$51,020","$64,953","$33,312","$39,474","$44,828","$49,618","$33,312","$46,373","$56,606","$66,273"
"Cherokee County, Kansas",20021,"$19,449","$41,837","$51,020","$64,563","$32,405","$39,474","$44,828","$49,227","$32,405","$46,373","$56,606","$65,882"
"Cheyenne County, Kansas",20023,"$19,449","$41,837","$51,020","$63,600","$32,405","$39,474","$44,828","$48,264","$32,405","$46,373","$56,606","$64,919"
"Clark County, Kansas",20025,"$19,449","$41,837","$51,020","$64,074","$33,145","$39,474","$44,828","$48,739","$33,145","$46,373","$56,606","$65,393"
"Clay County, Kansas",20027,"$21,180","$43,191","$52,374","$65,275","$33,396","$40,828","$46,182","$49,939","$33,396","$47,727","$57,960","$66,594"
"Cloud County, Kansas",20029,"$19,449","$41,837","$51,020","$65,582","$32,614","$39,474","$44,828","$50,246","$32,614","$46,373","$56,606","$66,901"
"Coffey County, Kansas",20031,"$19,449","$41,837","$51,020","$64,521","$32,405","$39,474","$44,828","$49,185","$32,405","$46,373","$56,606","$65,840"
"Comanche County, Kansas",20033,"$19,449","$41,837","$51,020","$64,074","$33,312","$39,474","$44,828","$48,739","$33,312","$46,373","$56,606","$65,393"
"Cowley County, Kansas",20035,"$19,616","$42,089","$51,272","$64,716","$32,810","$39,725","$45,080","$49,381","$32,810","$46,625","$56,857","$66,036"
"Crawford County, Kansas",20037,"$19,882","$42,493","$51,676","$66,545","$33,215","$40,130","$45,484","$51,209","$33,215","$47,029","$57,262","$67,864"
"Decatur County, Kansas",20039,"$19,449","$41,837","$51,020","$63,600","$32,433","$39,474","$44,828","$48,264","$32,433","$46,373","$56,606","$64,919"
"Dickinson County, Kansas",20041,"$19,449","$41,837","$51,020","$64,772","$32,614","$39,474","$44,828","$49,437","$32,614","$46,373","$56,606","$66,091"
"Doniphan County, Kansas",20043,"$21,012","$43,554","$52,737","$66,112","$33,759","$41,190","$46,545","$50,777","$33,759","$48,090","$58,323","$67,431"
"Douglas County, Kansas",20045,"$20,454","$44,029","$53,212","$68,708","$34,373","$41,665","$47,020","$53,373","$34,373","$48,565","$58,797","$70,028"
"Edwards County, Kansas",20047,"$19,449","$41,837","$51,020","$63,600","$32,405","$39,474","$44,828","$48,264","$32,405","$46,373","$56,606","$64,919"
"Elk County, Kansas",20049,"$19,449","$41,837","$51,020","$65,582","$33,312","$39,474","$44,828","$50,246","$33,312","$46,373","$56,606","$66,901"
"Ellis County, Kansas",20051,"$20,049","$41,921","$51,104","$65,009","$32,461","$39,557","$44,912","$49,674","$32,461","$46,457","$56,689","$66,329"
"Ellsworth County, Kansas",20053,"$19,449","$41,837","$51,020","$63,921","$32,740","$39,474","$44,828","$48,585","$32,740","$46,373","$56,606","$65,240"
"Finney County, Kansas",20055,"$19,784","$42,354","$51,537","$64,409","$33,159","$39,990","$45,345","$49,074","$33,159","$46,890","$57,122","$65,728"
"Ford County, Kansas",20057,"$20,677","$42,298","$51,481","$64,437","$33,354","$39,934","$45,289","$49,102","$33,354","$46,834","$57,066","$65,756"
"Franklin County, Kansas",20059,"$20,328","$44,099","$53,282","$66,405","$34,066","$41,735","$47,090","$51,070","$34,066","$48,635","$58,867","$67,725"
"Geary County, Kansas",20061,"$22,101","$44,126","$53,310","$68,583","$34,331","$41,763","$47,117","$53,247","$34,331","$48,663","$58,895","$69,902"
"Gove County, Kansas",20063,"$19,449","$41,837","$51,020","$63,809","$33,312","$39,474","$44,828","$48,473","$33,312","$46,373","$56,606","$65,128"
"Graham County, Kansas",20065,"$19,449","$41,837","$51,020","$65,582","$33,312","$39,474","$44,828","$50,246","$33,312","$46,373","$56,606","$66,901"
"Grant County, Kansas",20067,"$19,449","$41,837","$51,020","$65,275","$32,433","$39,474","$44,828","$49,939","$32,433","$46,373","$56,606","$66,594"
"Gray County, Kansas",20069,"$19,449","$41,837","$51,020","$64,409","$33,075","$39,474","$44,828","$49,074","$33,075","$46,373","$56,606","$65,728"
"Greeley County, Kansas",20071,"$19,449","$41,837","$51,020","$63,600","$32,433","$39,474","$44,828","$48,264","$32,433","$46,373","$56,606","$64,919"
"Greenwood County, Kansas",20073,"$19,449","$41,837","$51,020","$64,898","$32,810","$39,474","$44,828","$49,562","$32,810","$46,373","$56,606","$66,217"
"Hamilton County, Kansas",20075,"$19,965","$42,633","$51,816","$64,591","$33,033","$40,269","$45,624","$49,255","$33,033","$47,169","$57,401","$65,910"
"Harper County, Kansas",20077,"$19,449","$41,837","$51,020","$65,582","$32,559","$39,474","$44,828","$50,246","$32,559","$46,373","$56,606","$66,901"
"Harvey County, Kansas",20079,"$20,091","$43,484","$52,668","$67,033","$33,745","$41,121","$46,475","$51,698","$33,745","$48,020","$58,253","$68,353"
"Haskell County, Kansas",20081,"$19,728","$42,270","$51,453","$64,130","$32,726","$39,906","$45,261","$48,795","$32,726","$46,806","$57,038","$65,449"
"Hodgeman County, Kansas",20083,"$19,449","$41,837","$51,020","$63,600","$32,405","$39,474","$44,828","$48,264","$32,405","$46,373","$56,606","$64,919"
"Jackson County, Kansas",20085,"$19,728","$43,108","$52,291","$66,838","$33,480","$40,744","$46,099","$51,502","$33,480","$47,644","$57,876","$68,157"
"Jefferson County, Kansas",20087,"$19,728","$43,108","$52,291","$66,838","$33,480","$40,744","$46,099","$51,502","$33,480","$47,644","$57,876","$68,157"
"Jewell County, Kansas",20089,"$19,449","$41,837","$51,020","$64,632","$33,312","$39,474","$44,828","$49,297","$33,312","$46,373","$56,606","$65,952"
"Johnson County, Kansas",20091,"$21,263","$45,048","$54,231","$69,085","$35,574","$42,684","$48,039","$53,750","$35,574","$49,584","$59,816","$70,405"
"Kearny County, Kansas",20093,"$19,449","$41,837","$51,020","$65,275","$32,433","$39,474","$44,828","$49,939","$32,433","$46,373","$56,606","$66,594"
"Kingman County, Kansas",20095,"$19,449","$41,837","$51,020","$63,600","$33,312","$39,474","$44,828","$48,264","$33,312","$46,373","$56,606","$64,919"
"Kiowa County, Kansas",20097,"$19,449","$41,837","$51,020","$65,582","$33,312","$39,474","$44,828","$50,246","$33,312","$46,373","$56,606","$66,901"
"Labette County, Kansas",20099,"$19,449","$41,837","$51,020","$63,600","$32,405","$39,474","$44,828","$48,264","$32,405","$46,373","$56,606","$64,919"
"Lane County, Kansas",20101,"$19,895","$42,521","$51,704","$64,451","$32,949","$40,158","$45,512","$49,116","$32,949","$47,057","$57,290","$65,770"
"Leavenworth County, Kansas",20103,"$21,263","$45,048","$54,231","$69,085","$35,574","$42,684","$48,039","$53,750","$35,574","$49,584","$59,816","$70,405"
"Lincoln County, Kansas",20105,"$19,449","$41,837","$51,020","$63,600","$33,075","$39,474","$44,828","$48,264","$33,075","$46,373","$56,606","$64,919"
"Linn County, Kansas",20107,"$21,263","$45,048","$54,231","$69,085","$35,574","$42,684","$48,039","$53,750","$35,574","$49,584","$59,816","$70,405"
"Logan County, Kansas",20109,"$19,449","$41,837","$51,020","$63,600","$32,405","$39,474","$44,828","$48,264","$32,405","$46,373","$56,606","$64,919"
"Lyon County, Kansas",20111,"$19,072","$41,991","$51,174","$64,730","$32,517","$39,627","$44,982","$49,395","$32,517","$46,527","$56,759","$66,050"
"McPherson County, Kansas",20113,"$19,784","$42,340","$51,523","$64,228","$32,768","$39,976","$45,331","$48,892","$32,768","$46,876","$57,108","$65,547"
"Marion County, Kansas",20115,"$19,449","$41,837","$51,020","$63,600","$32,405","$39,474","$44,828","$48,264","$32,405","$46,373","$56,606","$64,919"
"Marshall County, Kansas",20117,"$20,538","$41,837","$51,020","$64,353","$32,754","$39,474","$44,828","$49,018","$32,754","$46,373","$56,606","$65,673"
"Meade County, Kansas",20119,"$19,449","$41,837","$51,020","$63,600","$32,405","$39,474","$44,828","$48,264","$32,405","$46,373","$56,606","$64,919"
"Miami County, Kansas",20121,"$21,263","$45,048","$54,231","$69,085","$35,574","$42,684","$48,039","$53,750","$35,574","$49,584","$59,816","$70,405"
"Mitchell County, Kansas",20123,"$19,449","$41,837","$51,020","$65,582","$33,312","$39,474","$44,828","$50,246","$33,312","$46,373","$56,606","$66,901"
"Montgomery County, Kansas",20125,"$20,733","$41,837","$51,020","$64,479","$32,963","$39,474","$44,828","$49,143","$32,963","$46,373","$56,606","$65,798"
"Morris County, Kansas",20127,"$19,449","$41,837","$51,020","$63,669","$32,991","$39,474","$44,828","$48,334","$32,991","$46,373","$56,606","$64,989"
"Morton County, Kansas",20129,"$19,449","$41,837","$51,020","$63,600","$32,698","$39,474","$44,828","$48,264","$32,698","$46,373","$56,606","$64,919"
"Nemaha County, Kansas",20131,"$19,449","$41,837","$51,020","$65,582","$32,754","$39,474","$44,828","$50,246","$32,754","$46,373","$56,606","$66,901"
"Neosho County, Kansas",20133,"$19,449","$41,837","$51,020","$64,297","$32,405","$39,474","$44,828","$48,962","$32,405","$46,373","$56,606","$65,617"
"Ness County, Kansas",20135,"$19,449","$41,837","$51,020","$63,600","$33,312","$39,474","$44,828","$48,264","$33,312","$46,373","$56,606","$64,919"
"Norton County, Kansas",20137,"$19,449","$41,837","$51,020","$65,191","$33,312","$39,474","$44,828","$49,855","$33,312","$46,373","$56,606","$66,510"
"Osage County, Kansas",20139,"$19,728","$43,108","$52,291","$66,838","$33,480","$40,744","$46,099","$51,502","$33,480","$47,644","$57,876","$68,157"
"Osborne County, Kansas",20141,"$19,449","$41,837","$51,020","$65,456","$33,312","$39,474","$44,828","$50,121","$33,312","$46,373","$56,606","$66,775"
"Ottawa County, Kansas",20143,"$19,449","$41,837","$51,020","$65,582","$33,159","$39,474","$44,828","$50,246","$33,159","$46,373","$56,606","$66,901"
"Pawnee County, Kansas",20145,"$19,658","$42,158","$51,341","$63,990","$32,642","$39,795","$45,149","$48,655","$32,642","$46,694","$56,927","$65,310"
"Phillips County, Kansas",20147,"$19,449","$41,837","$51,020","$65,428","$32,726","$39,474","$44,828","$50,093","$32,726","$46,373","$56,606","$66,747"
"Pottawatomie County, Kansas",20149,"$22,101","$44,126","$53,310","$68,583","$34,331","$41,763","$47,117","$53,247","$34,331","$48,663","$58,895","$69,902"
"Pratt County, Kansas",20151,"$19,672","$42,172","$51,355","$64,018","$32,642","$39,809","$45,163","$48,683","$32,642","$46,708","$56,941","$65,338"
"Rawlins County, Kansas",20153,"$19,449","$41,837","$51,020","$63,600","$32,405","$39,474","$44,828","$48,264","$32,405","$46,373","$56,606","$64,919"
"Reno County, Kansas",20155,"$19,937","$42,479","$51,663","$65,889","$32,880","$40,116","$45,470","$50,553","$32,880","$47,015","$57,248","$67,208"
"Republic County, Kansas",20157,"$19,449","$41,837","$51,020","$63,600","$32,405","$39,474","$44,828","$48,264","$32,405","$46,373","$56,606","$64,919"
"Rice County, Kansas",20159,"$19,449","$41,837","$51,020","$64,535","$32,587","$39,474","$44,828","$49,199","$32,587","$46,373","$56,606","$65,854"
"Riley County, Kansas",20161,"$22,101","$44,126","$53,310","$68,583","$34,331","$41,763","$47,117","$53,247","$34,331","$48,663","$58,895","$69,902"
"Rooks County, Kansas",20163,"$19,449","$41,837","$51,020","$63,600","$33,229","$39,474","$44,828","$48,264","$33,229","$46,373","$56,606","$64,919"
"Rush County, Kansas",20165,"$19,449","$41,837","$51,020","$64,493","$33,312","$39,474","$44,828","$49,157","$33,312","$46,373","$56,606","$65,812"
"Russell County, Kansas",20167,"$20,035","$42,745","$51,928","$65,288","$33,075","$40,381","$45,736","$49,953","$33,075","$47,281","$57,513","$66,608"
"Saline County, Kansas",20169,"$21,040","$42,577","$51,760","$64,967","$33,368","$40,213","$45,568","$49,632","$33,368","$47,113","$57,345","$66,287"
"Scott County, Kansas",20171,"$19,449","$41,837","$51,020","$65,582","$32,433","$39,474","$44,828","$50,246","$32,433","$46,373","$56,606","$66,901"
"Sedgwick County, Kansas",20173,"$20,091","$43,484","$52,668","$67,033","$33,745","$41,121","$46,475","$51,698","$33,745","$48,020","$58,253","$68,353"
"Seward County, Kansas",20175,"$20,384","$43,275","$52,458","$65,540","$34,275","$40,911","$46,266","$50,204","$34,275","$47,811","$58,043","$66,859"
"Shawnee County, Kansas",20177,"$19,728","$43,108","$52,291","$66,838","$33,480","$40,744","$46,099","$51,502","$33,480","$47,644","$57,876","$68,157"
"Sheridan County, Kansas",20179,"$19,449","$41,837","$51,020","$63,600","$32,405","$39,474","$44,828","$48,264","$32,405","$46,373","$56,606","$64,919"
"Sherman County, Kansas",20181,"$19,449","$41,837","$51,020","$64,353","$32,433","$39,474","$44,828","$49,018","$32,433","$46,373","$56,606","$65,673"
"Smith County, Kansas",20183,"$19,449","$41,837","$51,020","$65,582","$32,908","$39,474","$44,828","$50,246","$32,908","$46,373","$56,606","$66,901"
"Stafford County, Kansas",20185,"$19,449","$41,837","$51,020","$63,600","$32,587","$39,474","$44,828","$48,264","$32,587","$46,373","$56,606","$64,919"
"Stanton County, Kansas",20187,"$19,449","$41,837","$51,020","$64,507","$32,433","$39,474","$44,828","$49,171","$32,433","$46,373","$56,606","$65,826"
"Stevens County, Kansas",20189,"$21,026","$44,266","$53,449","$66,615","$34,192","$41,902","$47,257","$51,279","$34,192","$48,802","$59,034","$67,934"
"Sumner County, Kansas",20191,"$20,677","$42,507","$51,690","$65,233","$32,894","$40,144","$45,498","$49,897","$32,894","$47,043","$57,276","$66,552"
"Thomas County, Kansas",20193,"$19,449","$41,837","$51,020","$65,233","$33,312","$39,474","$44,828","$49,897","$33,312","$46,373","$56,606","$66,552"
"Trego County, Kansas",20195,"$19,742","$42,284","$51,467","$66,238","$32,726","$39,920","$45,275","$50,902","$32,726","$46,820","$57,052","$67,557"
"Wabaunsee County, Kansas",20197,"$19,728","$43,108","$52,291","$66,838","$33,480","$40,744","$46,099","$51,502","$33,480","$47,644","$57,876","$68,157"
"Wallace County, Kansas",20199,"$19,449","$41,837","$51,020","$63,600","$32,433","$39,474","$44,828","$48,264","$32,433","$46,373","$56,606","$64,919"
"Washington County, Kansas",20201,"$20,189","$41,837","$51,020","$63,600","$32,405","$39,474","$44,828","$48,264","$32,405","$46,373","$56,606","$64,919"
"Wichita County, Kansas",20203,"$20,049","$42,759","$51,942","$64,744","$33,229","$40,395","$45,750","$49,409","$33,229","$47,295","$57,527","$66,063"
